A57T1RS1	A57T1RS2	A57T1RS3	A57T2CRS1	A57T2CRS2	A57T2CRS3	A57T2RS1	A57T2RS2	A57T2RS3	A57T3CRS1	A57T3CRS2	A57T3CRS3	A57T3RS1	A57T3RS2	A57T3RS3	HF12T1RS1	HF12T1RS2	HF12T1RS3	HF12T2CRS1	HF12T2CRS2	HF12T2CRS3	HF12T2RS1	HF12T2RS2	HF12T2RS3	HF12T3CRS1	HF12T3CRS2	HF12T3CRS3	HF12T3RS1	HF12T3RS2	HF12T3RS3	HG64T1RS1	HG64T1RS2	HG64T1RS3	HG64T2CRS1	HG64T2CRS2	HG64T2CRS3	HG64T2RS1	HG64T2RS2	HG64T2RS3	HG64T3CRS1	HG64T3CRS2	HG64T3CRS3	HG64T3RS1	HG64T3RS2	HG64T3RS3	HG70T1RS1	HG70T1RS2	HG70T1RS3	HG70T2CRS1	HG70T2CRS2	HG70T2CRS3	HG70T2RS1	HG70T2RS2	HG70T2RS3	HG70T3CRS1	HG70T3CRS2	HG70T3CRS3	HG70T3RS1	HG70T3RS2	HG70T3RS3
HF12T2CRS2	0.27598870746002435	0.2385690258730905	0.26642075228987033	0.20979137918406598	0.15010976880992452	0.25554921640149814	0.4281702396173759	0.5080850638984747	0.5409080324125941	0.291470084524378	0.20468737161734196	0.18390584115524997	0.4088468380280128	0.5483881733043754	0.38818314996214687	0.18726876670182221	0.21327892268070478	0.2159865063216335	0.19568146930967947	0.0	0.32665546228383946	0.3089603484795346	0.24813270084089756	0.2795479512758185	0.1890112288068435	0.1633965249723433	0.24385448457522318	0.3994152387383784	0.22372891217645183	0.39630280915419064	0.23489078656960996	0.23949749875014492	0.3073944142483641	0.17359908633044452	0.18395135583966804	0.22357161538001794	0.5394472532173751	0.34805215515113175	0.31363343520397813	0.19845725210079765	0.22181475033027664	0.20191873672783908	0.3175722724642929	0.3288479604085804	0.2928998281089101	0.20443051706746712	0.2585709060339939	0.16806015718481881	0.21199205920472247	0.17782542141756744	0.196879090779774	0.2788132038162182	0.35691371283430695	0.5005210567030525	0.28182243116635647	0.20039041309979547	0.2510628905029702	0.4295414735493922	0.539524505156672	0.46975583382458325
HF12T2CRS3	0.2302759245862103	0.21305851499665585	0.20124449333239083	0.36953882986773046	0.2888758993365161	0.3069492883343257	0.46381226197446823	0.5327265804017371	0.5376566355029504	0.3306138912739679	0.3553701882795297	0.36688750788194674	0.43224675884012126	0.55498636276193	0.4180433504810578	0.3056776974724145	0.31338483816869805	0.28650582342681113	0.28966613874190233	0.32665546228383946	0.0	0.3276062715920104	0.34382332258039283	0.30092019489016364	0.34788073453820906	0.314562079040792	0.40759995743639343	0.46889016748297596	0.29261304578480934	0.4557950596276292	0.30033295240442426	0.312480954644194	0.1949625491493223	0.2932242521957271	0.33062192087992126	0.29398079793260207	0.5328956572670986	0.38703076657571756	0.3405308084902307	0.30219414118710813	0.33333970955854475	0.3088644643809444	0.37422584973325934	0.42898340821725983	0.36010771591215085	0.3271504408572634	0.26205158248816207	0.30680692311261093	0.34038882479838295	0.3684176270747426	0.3679325409075756	0.359808357551582	0.40714493072861696	0.5318892256315839	0.4006705895566305	0.33254252055457767	0.38938479892500655	0.4821897402537993	0.5579328166856876	0.4867872111629999
HF12T2RS1	0.40203535545018865	0.33787051251984945	0.38452924361829977	0.3481558945067377	0.28643958622206156	0.3702115561711846	0.243696622630808	0.33196463155568845	0.32306100287752165	0.13985381660424503	0.34424264380682207	0.3486314979319686	0.22238660263786678	0.3378890130115777	0.19660239909170776	0.30999819344031254	0.262111171601429	0.24309235545506816	0.2501292373274034	0.3089603484795346	0.3276062715920104	0.0	0.16657249729602325	0.11932601507091625	0.3238957693888799	0.29583401368940243	0.37202497201862633	0.24529133007011492	0.1728304988680218	0.2297561383516548	0.25535831914400287	0.27387227280287213	0.29554546612847366	0.27214527802087596	0.30136432297541776	0.25159420502400026	0.3153069127062146	0.14144160823064186	0.0940630622216817	0.2648451868360985	0.2847599206947937	0.2970403157741518	0.1394929702041518	0.21812437898815806	0.13669291483793758	0.30357472196615537	0.4012274226936529	0.3159315204586075	0.3046407631522047	0.33255317166044923	0.34383595457156413	0.15491372456238778	0.1822891857684511	0.3180648939696837	0.3822535878119778	0.32599065859151505	0.38295798885351146	0.27810260522249997	0.34196170461256287	0.27557567613571643
HF12T2RS2	0.34227176441344115	0.3095566846459724	0.3140947470096103	0.2679365164036796	0.235723095572963	0.3356110437272348	0.2459304276203231	0.3254792757177138	0.3417847679571938	0.1286176664498977	0.2894908745921458	0.2771785773210749	0.22855745462034702	0.3647647003601929	0.2023099389648986	0.24458763745937642	0.30901988766315375	0.2944012346501352	0.26583913093819117	0.24813270084089756	0.34382332258039283	0.16657249729602325	0.0	0.13231933728443762	0.27814194221065436	0.256888153896452	0.34076587267493597	0.25280103020729644	0.16090636335304495	0.26038924949237824	0.31618527509203953	0.3259796596761061	0.35893732314974997	0.25840800504910644	0.2836145668904856	0.2773685659772818	0.3425802378231182	0.1877695649192272	0.164155082909048	0.2823563304566469	0.3004071778707796	0.2709844203604137	0.1744249670780814	0.21420902752345802	0.1438262388905867	0.24469931875236162	0.3239039207330504	0.2345572979535323	0.2655768444579706	0.2840488682992786	0.2840984077966231	0.12927377827073977	0.1872285191714251	0.32551432637361677	0.33314432238203606	0.2796131183973966	0.32475393244520007	0.25356311939137594	0.34777395307041986	0.2832306809138415
HF12T2RS3	0.379402246480876	0.32168353563325136	0.3549688655006761	0.32399057500235284	0.23328600693569956	0.35644199047320757	0.2679191012120616	0.34753864775463494	0.34646708051091607	0.117378217336402	0.3195071098941253	0.3203959986859344	0.24785245122036567	0.3709494220606118	0.2114530783281901	0.2549438170112448	0.2469345236379078	0.22351070887395125	0.21853632206657583	0.2795479512758185	0.30092019489016364	0.11932601507091625	0.13231933728443762	0.0	0.2920093354761828	0.2621736552983074	0.34998560155889735	0.2770909051854446	0.14403713039350433	0.26758441167040403	0.25072334547479985	0.2745287809872319	0.2837024982621932	0.24393605794437626	0.2874157603759918	0.19784429383418456	0.34362143373626713	0.1858717208188053	0.1325732867523185	0.24056653466331845	0.2641112266879337	0.24261088239782314	0.17204460821877302	0.24969397568533983	0.16651533350431713	0.2803584625326507	0.3758969566641796	0.2663273975832296	0.28091706356839774	0.3081035813103481	0.32116862262084384	0.16038066186449998	0.19004389772250221	0.35011616489925457	0.36500393537840164	0.29650691955478276	0.35920255623079306	0.2855505202938369	0.3579103176379844	0.30175493989811736
HF12T3CRS1	0.32053361771786326	0.23407625816948832	0.32734605207064305	0.23432201957648296	0.19869449795347985	0.25934109180512654	0.42325149493308967	0.49282258237754367	0.5323110924875544	0.29045504213503526	0.1916547548673422	0.19314333926013744	0.4143961560701352	0.5547296300217532	0.39399337419934033	0.25288962653645886	0.19996885101375547	0.24271669238983407	0.23827617452863223	0.1890112288068435	0.34788073453820906	0.3238957693888799	0.27814194221065436	0.2920093354761828	0.0	0.09597345537890796	0.18235141136579877	0.35180884974021637	0.2402591289313333	0.33703067297258515	0.2716112982911349	0.2546238083673238	0.26717947546457954	0.22411005495556777	0.18938965684656736	0.25572034713207875	0.5297301776772761	0.35381532847902347	0.3114325378900861	0.21064612480942482	0.18964122654136154	0.214484789166172	0.2980091679719973	0.28807318309556257	0.2744420970549905	0.19812820510286872	0.30018900956144784	0.15507696773345508	0.16105227063647704	0.19142167470829982	0.1836640565708468	0.29576202211040376	0.3461138096779352	0.4823016516992237	0.21934909368306527	0.14854883684545905	0.18879555903691922	0.4015004745217109	0.5275297184741128	0.4619566992850963
HF12T3CRS2	0.30037035453302224	0.21167819046942474	0.3047029786310001	0.23399044358395557	0.15805635091114006	0.2536003852971165	0.4133919166702693	0.4913388734667756	0.5268589219327541	0.26040032461132434	0.18219318245298669	0.17593768767467646	0.4022746827095344	0.5484154183015066	0.37760953551932075	0.2383878440678434	0.1795343121330438	0.20930920174425874	0.19704042538429925	0.1633965249723433	0.314562079040792	0.29583401368940243	0.256888153896452	0.2621736552983074	0.09597345537890796	0.0	0.1816690550662734	0.3552186657034729	0.2028199094646338	0.3359953723193542	0.23023179702488833	0.22246382927243136	0.24496871983618657	0.19167248907988926	0.16448038178821234	0.21411560125510623	0.5234339771620585	0.32479199766793676	0.28681846120330545	0.1638556047164007	0.15788736545784898	0.16867811780717068	0.28437912367459023	0.29362634062251847	0.25488495805622347	0.19181896540023316	0.2934495754699767	0.15997032236058856	0.14220993426313963	0.18015788723026568	0.1659474090965712	0.278104198065433	0.3269642890603503	0.4921774616239262	0.24236469109583086	0.14257018401511085	0.20691880292804407	0.4005439506182027	0.5223915872975	0.4548762041588355
HF12T3CRS3	0.39353396688504466	0.29189894551515694	0.39098739681354666	0.33143338512505455	0.2806137590873872	0.2738719316171303	0.4655921618523053	0.5371645265127017	0.5669173793147984	0.3451812903036388	0.2075180790308761	0.21129060381551193	0.4550846586450517	0.5914260857999528	0.4322183816687554	0.3356101912017764	0.24671283414412126	0.31463455123490036	0.306902077340078	0.24385448457522318	0.40759995743639343	0.37202497201862633	0.34076587267493597	0.34998560155889735	0.18235141136579877	0.1816690550662734	0.0	0.33460427508036455	0.31428025776234475	0.3418346347334052	0.3255944327493291	0.2785418505837398	0.32556725628522903	0.30059093803230796	0.25035272309062034	0.29828094718052756	0.5628357667288831	0.3934847319198854	0.3556250695357582	0.26328117002633006	0.17866042884354502	0.2654129194073643	0.3353746459167306	0.3599915148529366	0.3256726952554762	0.306796937725047	0.3799713694903991	0.2590291563769376	0.15419529016594655	0.2217672529269504	0.1861368950266897	0.34207639870993256	0.38820893814569746	0.5334508997711949	0.22714373337315616	0.22450731123349765	0.1855940044601811	0.44595451428212657	0.5613378919134301	0.4985495338350615
HF12T3RS1	0.4492309361758951	0.37379571768127323	0.45802439791745264	0.40863227078998016	0.39242322284393083	0.3377344426697743	0.2123099992513368	0.2896229881109313	0.3049476809524205	0.23346291852780054	0.39361008408537324	0.4005358824302631	0.2166135363468387	0.3401598060906145	0.22697420393245363	0.4515111246898121	0.36318848932680625	0.431824912291093	0.41826386476596117	0.3994152387383784	0.46889016748297596	0.24529133007011492	0.25280103020729644	0.2770909051854446	0.35180884974021637	0.3552186657034729	0.33460427508036455	0.0	0.2941300994055002	0.18213254597233938	0.4379866820594675	0.3924836106012362	0.4187848991827622	0.4028896180233211	0.36531307951651015	0.423877393145105	0.3062316928701182	0.20065458432490138	0.193608322919512	0.4186354083689072	0.33775847391413133	0.42809016614919687	0.15183333792347883	0.17132690646206658	0.16748152688156803	0.3954840964977563	0.4527112519752053	0.3956903822817117	0.2979157818017331	0.3260059124272289	0.3094180116264795	0.2021144158203315	0.19317657066803753	0.2889839255189854	0.41484093951894807	0.38189581763832886	0.3947777970855246	0.23323258798926552	0.3023680968181703	0.2429078389433332
HF12T3RS2	0.3148564648908335	0.25879303337912024	0.2956685250712712	0.25583621759394354	0.16623487364996833	0.2913372977909558	0.2987315910953719	0.3847445998829813	0.4103700228304285	0.15977663844274492	0.24426604406068764	0.25479349035041937	0.2789495452412856	0.4241275868173158	0.25240370760819736	0.2374799109184402	0.21435316270693755	0.20581255846792196	0.18783815080532557	0.22372891217645183	0.29261304578480934	0.1728304988680218	0.16090636335304495	0.14403713039350433	0.2402591289313333	0.2028199094646338	0.31428025776234475	0.2941300994055002	0.0	0.2876681894122395	0.23209056537102873	0.24061823156824938	0.2809406949110757	0.17503912238631802	0.20249490884924318	0.23013358291279834	0.40817746651921943	0.20829450958968013	0.17686184706025151	0.21979743982706595	0.24015265630693483	0.21893907912916194	0.20267137778924113	0.2410756161140946	0.16610039217466963	0.19855296241744325	0.32111784159383716	0.21905446895911124	0.21971988299068204	0.24559063469348386	0.2367271244956808	0.1757782762208331	0.23617398591351718	0.39205923928290504	0.30165714373234304	0.23015727293613328	0.299147425977712	0.3246252839865818	0.41568048279038117	0.3408650019415248
HF12T3RS3	0.45434343910386615	0.37607669222704676	0.46264714686200403	0.4142864927270919	0.392773218554211	0.38807415774788917	0.17679232834506683	0.23346863396792242	0.25168911095809143	0.22053785123108022	0.34804239711333695	0.35424209859677686	0.18183059768735146	0.28448293520076223	0.17071954501989633	0.4556083858150639	0.3827295209038197	0.41418025077673587	0.41435407831406335	0.39630280915419064	0.4557950596276292	0.2297561383516548	0.26038924949237824	0.26758441167040403	0.33703067297258515	0.3359953723193542	0.3418346347334052	0.18213254597233938	0.2876681894122395	0.0	0.4184089528989717	0.41213501640966727	0.4123898526586013	0.40341095404587696	0.38805060940289354	0.40384411210257654	0.24539022388042844	0.1344560036539667	0.17834867033255528	0.38851912545721873	0.3491642920928519	0.40404845846606025	0.13718463966965572	0.17295353747384687	0.16843147661492183	0.39937351874316845	0.45678295058690865	0.3781635422817921	0.32547601131486403	0.37224365646051	0.3640878628541574	0.20209687696552273	0.1362807133470993	0.23779186420889456	0.3602044256917874	0.35039835260779	0.3611766922730557	0.16485215201446118	0.24574274468640023	0.1969402744710573
HG64T1RS1	0.3580658373238308	0.2950284515517748	0.34687307165741155	0.31135430052032353	0.21438334513439192	0.3375362490894218	0.44570457310432093	0.5231484933318439	0.5323283839952957	0.306065132634321	0.2799568996308334	0.2924230866788326	0.4206104999511727	0.5227362587449625	0.3905413433041356	0.23439456901213174	0.17070998514370486	0.12486643734252253	0.16639824204191614	0.23489078656960996	0.30033295240442426	0.25535831914400287	0.31618527509203953	0.25072334547479985	0.2716112982911349	0.23023179702488833	0.3255944327493291	0.4379866820594675	0.23209056537102873	0.4184089528989717	0.0	0.13529907191323337	0.22980716997748413	0.19229543261354043	0.23459467137977774	0.1638601999479502	0.5292758676648237	0.3311158058392017	0.286026125435821	0.17963653675282423	0.22933519697564664	0.23441159450931315	0.32613820251169845	0.3789480558509798	0.31784596680265087	0.26424623537387637	0.3690254895525972	0.26163128600049357	0.26999042678506674	0.2894351752347051	0.2883508997613889	0.33077622854964417	0.3770529509858611	0.5213268344391595	0.36258696310265354	0.27072545307983664	0.3426953606540597	0.47829086906225154	0.546616953217224	0.47687861863207137
HG64T1RS2	0.3611921046223847	0.28476626429122204	0.3646769940870692	0.3286014256173512	0.2292891716664088	0.2943962640369358	0.4628102282906785	0.5418162559619937	0.5489723063029771	0.32670881821803877	0.290010905716794	0.2951829334154509	0.4332869497121908	0.5346703100936584	0.40333783118689803	0.25272375446208933	0.1392131043373156	0.18070218933914303	0.20088887846790152	0.23949749875014492	0.312480954644194	0.27387227280287213	0.3259796596761061	0.2745287809872319	0.2546238083673238	0.22246382927243136	0.2785418505837398	0.3924836106012362	0.24061823156824938	0.41213501640966727	0.13529907191323337	0.0	0.22020605603174684	0.20259632312337864	0.19757561969210663	0.19942880876544705	0.5424459162990878	0.34914622075618607	0.3044763323054511	0.22200763570120044	0.18328887344467848	0.2451341926988265	0.32927428323040997	0.369508702027913	0.3141895805104991	0.2668087135986732	0.3696432637596186	0.27596278321514256	0.22781882290630276	0.2350861469216581	0.2338297366595347	0.347624672602307	0.39343774761080436	0.5397136607845255	0.37476130994622003	0.2654694900194113	0.3248677782165699	0.4968134426802347	0.5691299772835996	0.4926173157421416
HG64T1RS3	0.267545442815515	0.18957013967030154	0.27854421828741976	0.36481195836789954	0.2756100552086452	0.2520097142559288	0.47432621513214257	0.5435736672566105	0.5420814961434782	0.34089618776869546	0.3249981940990753	0.33558752249841045	0.4471200560097583	0.5618873973820484	0.4290507825811948	0.2919303900097387	0.1949049562139488	0.2034695292337157	0.23010121828286717	0.3073944142483641	0.1949625491493223	0.29554546612847366	0.35893732314974997	0.2837024982621932	0.26717947546457954	0.24496871983618657	0.32556725628522903	0.4187848991827622	0.2809406949110757	0.4123898526586013	0.22980716997748413	0.22020605603174684	0.0	0.25658492664102844	0.26987221697864416	0.23901895656242353	0.5284528532281141	0.3676105548893325	0.32119804891513454	0.25719581442932904	0.24760964552217207	0.2962294594383213	0.3417616798813652	0.39562887626420457	0.33485603619515997	0.31255906421758206	0.277225121901273	0.3076635406264138	0.27678084900487543	0.30861515262024175	0.3103195948185211	0.37574986426143897	0.41006892882750934	0.5402504235150137	0.3912794941732405	0.2863019379348611	0.35085956080505204	0.5021363176450697	0.5653551533066357	0.4978779609816771
HG64T2CRS1	0.26134597762810624	0.23330304523804035	0.2686872758656061	0.21883405329982322	0.12121486059868469	0.2625301817850755	0.4214119814361536	0.4975035727300309	0.5279790137474377	0.27746157914618425	0.20040539167065008	0.20986938832564586	0.39200114104634226	0.5385368078534927	0.37344778939404677	0.16478067591403656	0.16802815438148552	0.16599356651044145	0.15683789137243428	0.17359908633044452	0.2932242521957271	0.27214527802087596	0.25840800504910644	0.24393605794437626	0.22411005495556777	0.19167248907988926	0.30059093803230796	0.4028896180233211	0.17503912238631802	0.40341095404587696	0.19229543261354043	0.20259632312337864	0.25658492664102844	0.0	0.13969234718176343	0.22425687710244502	0.5243478452932884	0.33042971434343654	0.2860370521739354	0.187703562173708	0.2258697567199442	0.2218882248381881	0.3117343060924	0.3295584193803099	0.2735476661569289	0.17320826119127386	0.2701610206531203	0.18801872492062355	0.219287357636892	0.1985654032343211	0.219120144807317	0.2703157648765361	0.35690730282459154	0.5084753825374188	0.2975446718284998	0.18982692784706842	0.27807070407778645	0.44866740888807627	0.5393101646705086	0.45715592207636324
HG64T2CRS2	0.2652596268818329	0.21567094096632955	0.28357449478202795	0.2107030540541052	0.15017572172113167	0.22324500370226127	0.4282707693540114	0.5066414286898469	0.5375466173334595	0.29707892535400626	0.19804790670480402	0.21764890930618738	0.4029382327864637	0.5502952680777483	0.38810288977165913	0.2224621455192688	0.16121822448268824	0.22095015130180728	0.21726263778442642	0.18395135583966804	0.33062192087992126	0.30136432297541776	0.2836145668904856	0.2874157603759918	0.18938965684656736	0.16448038178821234	0.25035272309062034	0.36531307951651015	0.20249490884924318	0.38805060940289354	0.23459467137977774	0.19757561969210663	0.26987221697864416	0.13969234718176343	0.0	0.2678345876968543	0.5357121948616288	0.3385168469988337	0.3017561538963311	0.23655918085939484	0.21057255253057858	0.23963814742555348	0.3113388233723556	0.30173894908226956	0.2718984232879847	0.1813273747085708	0.28298155127913543	0.20184592702790355	0.18183612861945161	0.15856407797657637	0.1703931652252709	0.2862727569443205	0.36648481972960323	0.5112634071875527	0.2911166616303064	0.17981832005956558	0.2322291473684263	0.4485463490235801	0.5469931103162521	0.46690274140633703
HG64T2CRS3	0.3762311777316063	0.30549325036331304	0.3499454072628599	0.31575265142252007	0.20771177950361622	0.33905065066395285	0.4201819475028302	0.5004094673531775	0.49748698246907513	0.25992079764870896	0.3012301976422488	0.28247090178576145	0.3967837097584912	0.5085188870593348	0.351560304844945	0.22591090952006215	0.19582314007141652	0.1658406712859777	0.16182155024997072	0.22357161538001794	0.29398079793260207	0.25159420502400026	0.2773685659772818	0.19784429383418456	0.25572034713207875	0.21411560125510623	0.29828094718052756	0.423877393145105	0.23013358291279834	0.40384411210257654	0.1638601999479502	0.19942880876544705	0.23901895656242353	0.22425687710244502	0.2678345876968543	0.0	0.488471499303623	0.32205517674130363	0.27133534172893436	0.1463733186992011	0.19295387252008517	0.16191008809718563	0.3099715060477525	0.3868662659267198	0.3151102828723004	0.2807948758835432	0.3777176483959993	0.24975572374039468	0.2672893236087389	0.28118819923799593	0.29500854279811706	0.30568263128510853	0.3350201157782009	0.49770427353519003	0.3618500989009561	0.2776243537516752	0.3553271370635333	0.4313105337787647	0.5031931391023869	0.4522126315645048
HG64T2RS1	0.5499735666743533	0.5282689788675466	0.55824897544949	0.5197217889933549	0.5130485388181887	0.5385866670214328	0.14953128570768479	0.11415963730333789	0.05274811015276464	0.3184223577699464	0.5539128014955704	0.5579447266653454	0.16767577408446302	0.11355577707805635	0.20924834439831894	0.5389890150922539	0.5393980315292464	0.5234205042238446	0.529273550332714	0.5394472532173751	0.5328956572670986	0.3153069127062146	0.3425802378231182	0.34362143373626713	0.5297301776772761	0.5234339771620585	0.5628357667288831	0.3062316928701182	0.40817746651921943	0.24539022388042844	0.5292758676648237	0.5424459162990878	0.5284528532281141	0.5243478452932884	0.5357121948616288	0.488471499303623	0.0	0.22701854573263663	0.2750393390506186	0.5257585477248773	0.5379301484212806	0.5233828957109002	0.26004958783172605	0.31199496254007414	0.30344349693336514	0.5181707876021668	0.557654113509951	0.52136847115896	0.5306457046590966	0.5398150536136864	0.5553865284615696	0.30572715245737786	0.21939858921589941	0.11661622092265703	0.5556961239085074	0.5481743549693452	0.5772262897424235	0.1784359901461849	0.07867935784027644	0.10724531821970891
HG64T2RS2	0.41713706999830735	0.3560993511472688	0.402891052399125	0.3628016931655698	0.3180815264098873	0.3835458439852664	0.15145851262957932	0.2387875784216458	0.23315827481359117	0.1633466566972688	0.3639074744183797	0.36156441703636866	0.13959083312800605	0.26454185040544526	0.10852753728688823	0.3791308720261453	0.3417040113284917	0.32901134358615575	0.33048503786267486	0.34805215515113175	0.38703076657571756	0.14144160823064186	0.1877695649192272	0.1858717208188053	0.35381532847902347	0.32479199766793676	0.3934847319198854	0.20065458432490138	0.20829450958968013	0.1344560036539667	0.3311158058392017	0.34914622075618607	0.3676105548893325	0.33042971434343654	0.3385168469988337	0.32205517674130363	0.22701854573263663	0.0	0.087233771317679	0.330586233309189	0.3409952433595266	0.34634539575538914	0.09867870592405532	0.1873443418011009	0.12636004664503858	0.3319882234185991	0.421892065122767	0.3474286249429661	0.3256465984176037	0.3569812679082453	0.3577163347020283	0.15236017779805328	0.09383583582271982	0.22606148649636393	0.394236368320691	0.35658080050004426	0.4014076838050157	0.1873153918956482	0.2416243929099751	0.1856081343715524
HG64T2RS3	0.39191736813384603	0.3265677420299978	0.37678847262907894	0.33312633044787443	0.28249231031078575	0.3558556850399824	0.19305775256652252	0.28250684128429165	0.27987494311396255	0.12496763420848112	0.3341080524452129	0.33742651925959277	0.1784835833483781	0.31003420649223135	0.1525210644941092	0.3323059512471632	0.292891029393575	0.2803250235644723	0.283536381623334	0.31363343520397813	0.3405308084902307	0.0940630622216817	0.164155082909048	0.1325732867523185	0.3114325378900861	0.28681846120330545	0.3556250695357582	0.193608322919512	0.17686184706025151	0.17834867033255528	0.286026125435821	0.3044763323054511	0.32119804891513454	0.2860370521739354	0.3017561538963311	0.27133534172893436	0.2750393390506186	0.087233771317679	0.0	0.2905216275633726	0.29473502536990254	0.30111738466161814	0.07978874065886758	0.17583827351086112	0.10399840482209814	0.2984343931637185	0.397733087770373	0.3113203680705281	0.2954556299680328	0.3240499417938093	0.33626009979052274	0.12917509264529153	0.13349142912862552	0.2726101131559378	0.36373407020781234	0.31948398446636805	0.3689896315807405	0.22864272058760443	0.29156506466830096	0.2286457235745742
